transcript_id,10-100,10-D,8-100,8-D,9-100,9-D
Prupe.1G103400.1_v2.0.a1,0,5,2,4,0,0
Prupe.1G483900.3_v2.0.a1,0,0,0,0,0,0
MSTRG.11680.3,2416,129,1298,1893,1195,1144
Prupe.8G215000.2_v2.0.a1,0,0,0,0,0,0
Prupe.5G226800.2_v2.0.a1,20,51,25,84,23,5
Prupe.1G435900.1_v2.0.a1,12,32,12,82,22,55
MSTRG.6497.2,36,0,70,3,36,12
Prupe.3G001300.4_v2.0.a1,0,0,0,0,0,0
Prupe.2G237000.1_v2.0.a1,40,90,22,102,30,69
MSTRG.10421.4,130,91,140,34,76,55
MSTRG.10421.2,0,0,0,39,0,0
MSTRG.10421.3,25,0,0,0,10,0
Prupe.1G575800.1_v2.0.a1,335,377,312,299,394,142
Prupe.1G128900.1_v2.0.a1,253,192,520,289,294,146
Prupe.4G039800.1_v2.0.a1,0,13,0,1,7,3
Prupe.7G075100.1_v2.0.a1,121,148,160,55,18,0
Prupe.2G177000.7_v2.0.a1,0,0,0,0,0,0
Prupe.8G073200.1_v2.0.a1,0,4,1,1,0,3
Prupe.2G009000.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G162800.1_v2.0.a1,208,206,222,186,138,157
Prupe.4G108100.1_v2.0.a1,271,114,334,128,283,103
MSTRG.7063.3,101,19,4,151,27,10
Prupe.3G251700.1_v2.0.a1,30,19,78,14,40,18
Prupe.2G046700.1_v2.0.a1,106,40,188,43,184,71
Prupe.8G271800.5_v2.0.a1,0,0,0,0,0,0
Prupe.6G297700.1_v2.0.a1,427,353,520,323,405,263
Prupe.5G070000.1_v2.0.a1,0,18,23,0,13,0
Prupe.6G173100.1_v2.0.a1,31,3,29,40,0,7
Prupe.4G220000.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G191800.1_v2.0.a1,1059,386,1151,392,505,250
Prupe.6G027400.3_v2.0.a1,0,35,0,0,0,0
Prupe.3G001300.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G200000.31_v2.0.a1,0,0,0,0,0,0
MSTRG.6139.3,0,38,23,36,12,0
Prupe.1G122800.4_v2.0.a1,446,37,181,445,132,178
Prupe.1G186200.1_v2.0.a1,152,114,179,85,123,32
Prupe.8G136700.7_v2.0.a1,0,0,0,0,0,0
Prupe.5G220000.1_v2.0.a1,2231,2048,2295,1779,1968,1451
Prupe.6G268800.1_v2.0.a1,411,114,316,112,272,108
Prupe.1G522300.2_v2.0.a1,9,12,63,3,31,5
Prupe.1G374300.1_v2.0.a1,81,120,87,117,57,23
Prupe.1G443300.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G463200.2_v2.0.a1,119,23,14,143,12,0
Prupe.4G143400.9_v2.0.a1,0,0,0,0,0,0
Prupe.1G229100.3_v2.0.a1,4,0,0,8,0,0
Prupe.5G050900.1_v2.0.a1,7,14,13,14,7,7
Prupe.1G100400.3_v2.0.a1,0,0,0,4,0,0
Prupe.7G171600.1_v2.0.a1,769,982,559,881,388,264
MSTRG.16593.2,107,6,56,0,0,0
Prupe.6G212200.1_v2.0.a1,2878,547,2361,466,1673,421
Prupe.3G110000.5_v2.0.a1,0,0,0,0,0,0
Prupe.6G017000.1_v2.0.a1,15,13,18,22,16,11
Prupe.2G209300.1_v2.0.a1,608,208,635,186,650,209
Prupe.1G496800.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G187500.1_v2.0.a1,0,0,0,0,0,9
Prupe.6G228300.1_v2.0.a1,128,97,113,88,48,50
Prupe.3G100200.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G128900.1_v2.0.a1,288,1007,562,668,712,1041
Prupe.5G211800.1_v2.0.a1,796,1768,844,1670,602,1026
MSTRG.16664.1,8,26,0,35,0,22
Prupe.2G053500.2_v2.0.a1,0,2,3,0,0,0
Prupe.2G233000.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G301600.2_v2.0.a1,0,0,0,0,0,0
MSTRG.19012.3,6,5,47,17,11,32
MSTRG.19012.2,49,86,142,54,27,84
Prupe.8G216700.1_v2.0.a1,11,78,7,60,6,63
MSTRG.19012.5,0,0,0,0,121,0
MSTRG.19012.4,235,245,664,285,218,362
Prupe.5G207700.13_v2.0.a1,0,0,0,0,0,0
MSTRG.8865.1,28,65,50,2778,45,25
Prupe.1G002600.1_v2.0.a1,0,0,13,0,24,0
Prupe.4G278300.1_v2.0.a1,131,186,162,67,77,143
Prupe.1G510000.1_v2.0.a1,80,0,279,148,52,0
Prupe.8G146600.1_v2.0.a1,170,6,140,15,172,6
Prupe.6G135600.2_v2.0.a1,0,0,0,0,0,0
MSTRG.4892.2,0,33,0,52,0,0
Prupe.3G194100.2_v2.0.a1,0,0,0,0,0,0
MSTRG.8924.2,0,0,0,0,22,3
Prupe.7G007800.1_v2.0.a1,91,73,104,66,93,59
Prupe.6G124000.1_v2.0.a1,1,4,0,5,1,4
Prupe.5G163500.1_v2.0.a1,193,414,322,279,238,251
MSTRG.13140.1,38,5,25,8,5,15
MSTRG.7122.1,6898,6297,5869,5354,6418,2672
Prupe.4G061900.2_v2.0.a1,0,0,0,5,0,0
Prupe.2G212500.1_v2.0.a1,0,26,0,24,0,20
Prupe.2G266000.1_v2.0.a1,16,113,9,2,1,3
MSTRG.12728.5,2,2,542,0,0,0
Prupe.1G484400.5_v2.0.a1,96,103,216,71,2,65
MSTRG.15834.6,0,24,0,86,0,59
Prupe.4G074200.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G145800.1_v2.0.a1,16,12,16,15,7,14
MSTRG.10361.1,78,0,236,0,41,25
Prupe.4G041500.1_v2.0.a1,1435,189,1129,302,651,237
MSTRG.10361.2,187,167,177,105,233,97
Prupe.6G180900.7_v2.0.a1,0,0,0,0,0,0
MSTRG.488.4,0,16,20,9,16,33
MSTRG.488.2,108,98,173,81,86,57
MSTRG.488.3,20,0,21,0,0,0
Prupe.7G050500.1_v2.0.a1,53,41,0,46,64,38
Prupe.7G025200.3_v2.0.a1,0,0,0,0,0,0
Prupe.8G265200.10_v2.0.a1,169,217,62,53,3,183
Prupe.5G152900.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G002300.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G061400.2_v2.0.a1,1,73,0,59,0,64
Prupe.6G012600.1_v2.0.a1,6,13,7,23,8,13
Prupe.5G205400.1_v2.0.a1,204,217,247,186,164,149
MSTRG.19024.1,278,867,455,1145,258,714
Prupe.4G188000.1_v2.0.a1,116,0,1189,137,1107,0
Prupe.4G288500.1_v2.0.a1,5,4,6,2,5,1
Prupe.1G506600.3_v2.0.a1,114,64,87,13,150,63
Prupe.4G284400.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G151200.7_v2.0.a1,66,0,0,0,0,0
Prupe.3G252300.4_v2.0.a1,0,0,0,33,0,0
Prupe.7G090400.20_v2.0.a1,6,35,0,28,0,35
Prupe.3G128200.1_v2.0.a1,888,623,918,607,745,313
Prupe.3G174900.1_v2.0.a1,313,288,408,296,272,290
Prupe.1G076000.1_v2.0.a1,0,108,0,84,0,108
Prupe.1G412900.1_v2.0.a1,37,97,77,78,47,121
Prupe.3G094500.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G078500.1_v2.0.a1,0,0,0,2,0,5
MSTRG.3926.1,0,152,0,130,0,0
Prupe.3G305400.2_v2.0.a1,768,453,868,390,604,213
Prupe.2G228000.1_v2.0.a1,657,898,368,546,478,398
Prupe.3G306300.1_v2.0.a1,0,0,0,0,0,19
Prupe.2G028000.1_v2.0.a1,57,23,56,30,47,19
Prupe.6G163800.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G139300.7_v2.0.a1,36,1,0,0,23,0
Prupe.3G019700.4_v2.0.a1,60,1113,70,1161,111,10
Prupe.3G081400.4_v2.0.a1,0,0,0,0,0,0
Prupe.8G080600.1_v2.0.a1,3,28,2,25,1,16
Prupe.3G073900.2_v2.0.a1,0,0,0,114,0,0
Prupe.3G015800.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G410200.1_v2.0.a1,1,12,0,12,0,10
MSTRG.11303.12,3,12,0,0,4,0
MSTRG.15842.1,19,10,17,11,9,13
Prupe.1G100400.4_v2.0.a1,8,11,8,9,6,10
Prupe.7G234800.1_v2.0.a1,27,0,36,10,21,4
Prupe.5G200800.2_v2.0.a1,0,7,7,31,0,8
MSTRG.2935.1,126,344,209,414,108,225
Prupe.8G254300.1_v2.0.a1,7,136,2,206,7,120
MSTRG.4916.1,0,0,264,403,201,0
Prupe.4G173800.5_v2.0.a1,0,0,0,0,0,0
Prupe.8G086600.1_v2.0.a1,0,7,1,12,0,8
Prupe.1G028800.1_v2.0.a1,23475,141,20447,184,16239,127
Prupe.3G180400.1_v2.0.a1,155,30,119,25,74,12
Prupe.5G113300.1_v2.0.a1,94,104,37,130,109,157
Prupe.1G234500.4_v2.0.a1,0,0,0,0,0,0
Prupe.3G004900.1_v2.0.a1,7,10,3,25,6,11
MSTRG.9495.1,165,157,164,134,114,94
Prupe.1G541000.1_v2.0.a1,0,0,0,0,0,2
Prupe.1G550800.1_v2.0.a1,19,23,5,23,10,1
MSTRG.9495.5,51,49,54,41,44,29
Prupe.3G182900.3_v2.0.a1,0,0,0,0,0,0
MSTRG.17924.2,0,130,0,210,0,6
Prupe.6G161500.1_v2.0.a1,96,85,129,70,66,47
Prupe.6G187400.6_v2.0.a1,0,0,0,0,2,0
MSTRG.18763.5,19,13,140,2,52,0
Prupe.1G418700.1_v2.0.a1,203,407,193,381,124,287
Prupe.6G321300.12_v2.0.a1,0,0,0,0,0,0
MSTRG.5087.1,52,43,40,65,38,75
Prupe.7G109600.3_v2.0.a1,4,2,5,6,2,0
MSTRG.13004.1,48,61,171,137,82,70
Prupe.1G466600.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G401400.1_v2.0.a1,0,0,0,0,0,0
MSTRG.2628.5,3,8,8,5,3,29
Prupe.5G211600.4_v2.0.a1,0,0,44,0,16,0
MSTRG.2628.8,59,69,82,37,50,94
Prupe.2G149200.1_v2.0.a1,9,6,3,3,6,9
Prupe.2G274600.1_v2.0.a1,435,330,426,234,229,219
Prupe.1G341300.2_v2.0.a1,0,7,0,0,0,8
Prupe.3G205400.2_v2.0.a1,134,55,218,0,164,227
Prupe.8G242500.1_v2.0.a1,2,18,0,11,2,12
Prupe.2G014100.1_v2.0.a1,42,38,41,42,37,27
Prupe.3G223400.1_v2.0.a1,114,63,156,59,150,42
Prupe.7G193900.1_v2.0.a1,757,1028,751,843,567,563
Prupe.5G147300.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G016000.1_v2.0.a1,12,13,7,13,4,13
MSTRG.8161.1,84,8,168,17,129,4
Prupe.8G036500.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G433900.1_v2.0.a1,0,0,0,0,0,2
Prupe.2G173400.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G580700.2_v2.0.a1,0,0,12,0,0,0
Prupe.7G162600.1_v2.0.a1,206,371,313,467,184,169
Prupe.6G033500.1_v2.0.a1,0,0,0,10,0,0
Prupe.6G254500.3_v2.0.a1,3,0,4,0,5,7
Prupe.1G545500.1_v2.0.a1,5,4,0,5,0,0
MSTRG.1540.3,3,6,2,2,25,22
Prupe.7G076600.1_v2.0.a1,34,6,37,2,28,3
Prupe.3G014400.1_v2.0.a1,11,0,12,45,4,33
Prupe.6G071200.1_v2.0.a1,0,61,43,181,3,205
Prupe.4G123900.2_v2.0.a1,0,0,0,0,0,0
Prupe.8G235600.1_v2.0.a1,187,778,91,777,91,868
Prupe.1G386900.1_v2.0.a1,0,10,0,33,0,22
Prupe.5G155200.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G003200.5_v2.0.a1,5,0,2,3,0,39
Prupe.5G198200.1_v2.0.a1,51,30,48,30,39,24
Prupe.8G210400.1_v2.0.a1,6,4,5,8,4,9
MSTRG.8380.3,112,15,83,29,47,14
Prupe.7G173100.1_v2.0.a1,0,3,0,0,3,0
Prupe.1G490700.1_v2.0.a1,108,37,147,0,92,29
Prupe.8G125800.1_v2.0.a1,24,0,39,21,20,7
Prupe.5G182100.1_v2.0.a1,0,0,1,1,42,0
MSTRG.17684.4,0,0,0,0,0,2
MSTRG.17684.5,48,9,27,12,99,0
Prupe.7G063900.1_v2.0.a1,0,0,0,2,0,0
MSTRG.17684.3,3,96,1,203,2,0
Prupe.7G023900.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G134200.1_v2.0.a1,11,34,14,28,10,19
MSTRG.9925.1,2146,736,1254,974,1092,1349
Prupe.1G566100.5_v2.0.a1,0,0,0,0,0,0
Prupe.8G106500.1_v2.0.a1,559,537,405,552,342,408
Prupe.1G208600.5_v2.0.a1,0,0,0,0,0,0
Prupe.5G241600.2_v2.0.a1,1590,487,2150,385,1419,207
Prupe.1G363900.1_v2.0.a1,4358,6639,5481,5331,3532,4724
Prupe.7G194100.1_v2.0.a1,193,98,193,117,112,58
Prupe.7G203800.1_v2.0.a1,408,319,567,326,417,202
Prupe.1G150800.1_v2.0.a1,0,23,2,19,0,21
Prupe.5G072400.2_v2.0.a1,0,0,0,0,132,0
MSTRG.14214.3,0,78,0,139,16,66
MSTRG.4945.17,0,32,472,280,97,0
Prupe.1G051300.1_v2.0.a1,27,3,17,0,17,4
Prupe.3G124500.9_v2.0.a1,13,7,12,0,3,4
Prupe.6G333100.1_v2.0.a1,184,61,195,109,127,80
Prupe.4G000100.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G038100.1_v2.0.a1,420,144,480,229,314,98
Prupe.1G414300.2_v2.0.a1,0,10,0,15,0,0
Prupe.2G056400.1_v2.0.a1,21,16,21,12,21,12
Prupe.5G051600.1_v2.0.a1,3,18,2,0,3,8
Prupe.8G258400.1_v2.0.a1,0,0,1,2,0,0
Prupe.1G579000.7_v2.0.a1,56,0,66,0,38,0
Prupe.3G032900.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G206700.1_v2.0.a1,335,276,345,302,252,259
Prupe.5G189400.6_v2.0.a1,0,0,0,0,0,0
Prupe.1G587600.1_v2.0.a1,11,80,0,46,2,111
MSTRG.8174.1,31,37,32,28,25,14
Prupe.6G243500.1_v2.0.a1,9,3,0,5,11,0
MSTRG.14222.1,912,1030,1280,969,682,870
Prupe.1G127700.1_v2.0.a1,216,103,423,244,344,76
Prupe.6G039500.1_v2.0.a1,0,532,0,528,0,378
Prupe.8G084900.2_v2.0.a1,295,494,327,1003,139,614
Prupe.4G272700.1_v2.0.a1,0,15,0,13,1,18
Prupe.1G011900.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G028800.1_v2.0.a1,0,206,0,296,0,9
Prupe.3G265100.1_v2.0.a1,1,7,0,5,1,6
Prupe.4G068100.2_v2.0.a1,0,0,13,0,0,0
Prupe.5G021500.1_v2.0.a1,64,48,69,53,64,0
Prupe.4G091200.1_v2.0.a1,232,71,292,59,104,26
Prupe.7G180200.1_v2.0.a1,66,59,50,53,46,45
Prupe.1G348600.4_v2.0.a1,701,976,958,1060,608,700
Prupe.4G217000.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G064600.2_v2.0.a1,0,15,0,5,0,0
Prupe.1G585800.1_v2.0.a1,0,0,63,75,95,59
MSTRG.15348.4,108,21,104,85,33,65
MSTRG.10709.6,25,0,56,0,54,0
MSTRG.10709.5,29,16,1247,73,73,4
MSTRG.1201.4,12,319,20,209,0,183
MSTRG.16791.6,52,84,43,81,41,0
MSTRG.19746.1,29,11,40,14,26,4
MSTRG.14738.5,0,133,0,0,0,0
Prupe.4G233300.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G084500.1_v2.0.a1,0,512,1,564,1,375
Prupe.8G263100.1_v2.0.a1,4007,2291,6120,3194,4282,1487
MSTRG.14309.9,56,0,0,61,0,0
MSTRG.14309.8,84,114,264,148,92,0
Prupe.5G146900.2_v2.0.a1,0,0,0,0,0,0
Prupe.7G027300.1_v2.0.a1,1364,782,1543,808,1162,601
Prupe.8G130600.1_v2.0.a1,2,3,0,1,1,2
Prupe.1G326000.4_v2.0.a1,29,148,60,151,25,26
Prupe.1G217700.1_v2.0.a1,42,8,52,4,19,0
MSTRG.4762.2,712,341,487,449,406,147
MSTRG.2840.2,0,691,8,793,0,0
MSTRG.4762.4,148,66,375,0,352,95
MSTRG.4762.5,134,191,95,68,169,44
Prupe.8G003300.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G200000.24_v2.0.a1,0,0,0,0,0,0
Prupe.1G461100.21_v2.0.a1,0,0,0,0,0,0
MSTRG.5164.1,26,16,40,21,21,16
Prupe.8G173700.1_v2.0.a1,59,27,76,26,60,32
MSTRG.5478.1,0,191,0,0,0,0
Prupe.4G136100.2_v2.0.a1,0,0,0,0,1,0
Prupe.6G364500.4_v2.0.a1,21,5,7,247,27,133
Prupe.6G175500.1_v2.0.a1,2,11,1,8,4,4
Prupe.6G205400.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G266300.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G381300.1_v2.0.a1,411,414,449,353,300,253
Prupe.5G063500.1_v2.0.a1,1,1,1,3,2,1
Prupe.5G151100.1_v2.0.a1,422,431,458,437,299,179
MSTRG.5186.2,13,87,0,67,19,74
Prupe.1G526800.1_v2.0.a1,235,102,0,216,137,35
MSTRG.9655.5,40,46,35,38,28,27
Prupe.1G393400.2_v2.0.a1,62,0,162,35,138,13
Prupe.1G119900.1_v2.0.a1,14,7,24,9,16,6
Prupe.7G122400.1_v2.0.a1,49,4,48,37,49,110
Prupe.7G008200.1_v2.0.a1,39,78,53,75,45,72
Prupe.1G147700.1_v2.0.a1,4,107,7,158,1,102
Prupe.8G029500.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G147500.1_v2.0.a1,5456,2408,5657,2279,4149,1831
Prupe.6G257300.1_v2.0.a1,118,369,102,503,29,113
Prupe.4G022100.1_v2.0.a1,43,12,48,8,40,5
Prupe.1G078700.1_v2.0.a1,33,9,17,253,11,234
MSTRG.20292.13,0,0,68,6,76,0
Prupe.7G185300.5_v2.0.a1,5,5,4,6,2,4
Prupe.3G133500.1_v2.0.a1,14,0,5,1,7,1
MSTRG.20216.5,4,22,22,54,0,6
Prupe.1G305300.1_v2.0.a1,485,157,566,166,357,84
Prupe.3G025400.1_v2.0.a1,39,204,105,227,81,134
MSTRG.20216.1,72,169,228,1,0,277
MSTRG.14105.3,5,0,0,0,0,0
MSTRG.2543.1,9,206,0,265,0,162
MSTRG.20292.14,25,3,10,4,7,5
Prupe.4G172000.2_v2.0.a1,0,784,0,563,4,814
MSTRG.18659.2,0,0,0,0,51,0
MSTRG.8155.1,41,64,55,57,37,58
Prupe.3G202000.6_v2.0.a1,1,0,1,0,1,1
Prupe.2G038800.1_v2.0.a1,2974,4922,2847,4196,2119,2547
MSTRG.2687.3,81,110,55,78,65,58
Prupe.8G237300.1_v2.0.a1,6,15,26,32,11,11
Prupe.3G179600.4_v2.0.a1,0,10,7,4,0,0
Prupe.2G131900.1_v2.0.a1,1025,212,319,503,561,153
Prupe.6G115400.1_v2.0.a1,1162,620,1570,433,1343,385
Prupe.2G154200.1_v2.0.a1,0,0,3,0,0,0
MSTRG.11492.3,78,29,64,76,32,35
MSTRG.11492.2,44,24,30,0,59,10
Prupe.1G249700.6_v2.0.a1,315,193,382,149,289,0
MSTRG.969.2,440,457,428,348,185,414
MSTRG.19048.2,412,311,320,169,257,172
MSTRG.8007.1,12,20,11,24,9,9
MSTRG.3051.2,399,0,286,128,142,70
Prupe.6G301600.1_v2.0.a1,151,215,159,211,140,163
Prupe.4G056100.1_v2.0.a1,4,4,3,0,0,0
Prupe.1G483800.8_v2.0.a1,0,0,0,0,0,0
Prupe.6G127300.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G081200.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G355100.1_v2.0.a1,1,1,0,0,0,0
Prupe.1G346800.1_v2.0.a1,0,0,0,0,1,0
MSTRG.19649.4,0,0,41,0,0,0
Prupe.7G011100.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G473700.3_v2.0.a1,0,35,0,43,16,32
Prupe.8G087200.6_v2.0.a1,0,0,0,0,0,0
Prupe.1G540200.1_v2.0.a1,630,700,746,822,581,498
Prupe.2G048700.1_v2.0.a1,36,9,66,17,54,0
MSTRG.14520.4,0,0,0,0,0,25
Prupe.4G202000.1_v2.0.a1,3,0,1,2,1,1
Prupe.3G194100.3_v2.0.a1,0,0,0,0,0,0
Prupe.2G189800.1_v2.0.a1,0,0,0,4,0,3
Prupe.4G225500.2_v2.0.a1,3,6,2,8,0,0
Prupe.2G173300.1_v2.0.a1,154,94,162,97,120,84
Prupe.1G183200.1_v2.0.a1,2,3,1,2,2,3
MSTRG.7431.3,0,0,0,0,0,1
MSTRG.19264.1,24,9,28,9,27,11
Prupe.6G136500.1_v2.0.a1,1,0,1,0,1,0
MSTRG.9598.2,29,34,0,38,0,0
Prupe.4G166100.1_v2.0.a1,1,2,0,1,0,0
Prupe.4G024200.1_v2.0.a1,38,34,51,25,55,19
MSTRG.20165.1,50,28,63,27,25,5
Prupe.1G404900.1_v2.0.a1,181,9,208,0,173,6
Prupe.6G141600.1_v2.0.a1,21,7,37,15,29,6
Prupe.6G348800.7_v2.0.a1,0,0,0,0,7,0
Prupe.2G323100.1_v2.0.a1,75,21,73,39,40,22
MSTRG.3685.2,73,11,73,42,85,31
Prupe.4G279800.4_v2.0.a1,38,160,11,0,10,0
Prupe.1G247500.1_v2.0.a1,24,131,12,119,15,92
Prupe.1G051700.1_v2.0.a1,0,5,5,2,0,2
Prupe.1G283000.1_v2.0.a1,1174,1002,1460,926,1136,505
Prupe.8G013000.3_v2.0.a1,0,0,0,0,0,0
Prupe.2G320500.4_v2.0.a1,0,0,0,0,0,0
Prupe.4G140400.1_v2.0.a1,1129,837,1049,804,855,640
Prupe.4G271400.1_v2.0.a1,82,54,96,52,60,34
MSTRG.12309.1,0,23,177,63,0,46
Prupe.1G260800.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G328000.7_v2.0.a1,0,0,0,0,0,0
Prupe.5G013100.1_v2.0.a1,4455,95,7894,165,6762,0
Prupe.4G136200.4_v2.0.a1,166,54,166,55,143,35
Prupe.4G134300.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G479900.4_v2.0.a1,71,0,0,0,0,0
Prupe.8G093500.1_v2.0.a1,4,7,8,43,3,0
Prupe.7G211700.2_v2.0.a1,0,0,0,0,0,0
Prupe.5G083600.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G249100.1_v2.0.a1,4,224,213,6,160,88
Prupe.2G327000.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G208100.1_v2.0.a1,0,5,2,3,0,3
MSTRG.2809.10,60,40,154,11,57,98
MSTRG.2809.11,158,0,0,0,231,0
Prupe.7G254900.9_v2.0.a1,0,0,0,0,0,0
Prupe.4G135500.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G234500.4_v2.0.a1,1,22,11,0,0,0
MSTRG.1394.1,261,0,0,0,703,410
Prupe.8G271500.1_v2.0.a1,41,25,15,19,18,13
Prupe.7G092200.1_v2.0.a1,0,223,253,200,0,129
Prupe.3G174200.1_v2.0.a1,37,9,39,19,26,17
Prupe.7G080500.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G056300.1_v2.0.a1,762,341,807,306,513,243
Prupe.1G113200.1_v2.0.a1,31,12,29,8,23,8
Prupe.7G026400.1_v2.0.a1,227,201,277,163,169,115
Prupe.7G098500.8_v2.0.a1,0,0,0,0,0,0
Prupe.4G288800.6_v2.0.a1,0,0,0,0,0,0
MSTRG.17511.10,10,2,5,0,0,0
MSTRG.16571.10,0,0,52,0,56,0
MSTRG.8591.4,162,83,0,143,0,0
Prupe.2G322700.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G365700.1_v2.0.a1,11,20,21,0,8,0
Prupe.4G122400.1_v2.0.a1,0,0,0,0,1,0
Prupe.1G237100.1_v2.0.a1,9,32,3,43,7,33
Prupe.2G278600.4_v2.0.a1,299,54,293,77,180,0
Prupe.4G000700.9_v2.0.a1,0,0,0,0,0,0
Prupe.6G363000.1_v2.0.a1,396,303,755,230,535,247
Prupe.6G204300.2_v2.0.a1,22,11,26,13,21,3
Prupe.6G353600.3_v2.0.a1,0,0,0,0,0,0
Prupe.3G187200.1_v2.0.a1,181,41,309,58,278,86
Prupe.4G210800.1_v2.0.a1,334,481,374,448,254,399
Prupe.8G082000.1_v2.0.a1,60,45,68,42,49,29
MSTRG.17209.2,274,114,316,41,358,0
Prupe.1G309200.2_v2.0.a1,0,24,0,23,0,0
MSTRG.11528.1,28,46,23,50,27,23
Prupe.6G079400.3_v2.0.a1,26,0,212,0,0,0
MSTRG.3677.2,64,126,115,0,32,0
Prupe.7G232800.1_v2.0.a1,1241,176,1517,163,1087,177
MSTRG.3677.1,451,127,587,417,295,191
Prupe.5G031100.1_v2.0.a1,289,176,263,163,179,140
MSTRG.3677.4,144,484,54,217,0,22
Prupe.3G125500.1_v2.0.a1,66,1179,58,877,29,1039
Prupe.8G151000.1_v2.0.a1,190,151,230,189,204,140
MSTRG.14227.3,26,0,4,0,0,0
Prupe.3G077600.1_v2.0.a1,2185,1612,1881,1902,1989,1102
Prupe.7G266900.3_v2.0.a1,0,0,87,0,174,0
Prupe.5G087100.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G040400.2_v2.0.a1,1599,1640,1978,1353,1372,0
Prupe.2G183100.1_v2.0.a1,1225,847,1363,800,1076,675
Prupe.2G197200.1_v2.0.a1,66,210,86,250,29,424
Prupe.6G327600.1_v2.0.a1,302,482,334,537,252,248
Prupe.5G130000.1_v2.0.a1,0,107,142,0,84,86
Prupe.8G209800.1_v2.0.a1,208,40,95,78,140,136
Prupe.8G170400.1_v2.0.a1,594,149,609,139,519,109
Prupe.1G214000.1_v2.0.a1,282,257,101,113,227,210
Prupe.5G031400.1_v2.0.a1,169,198,185,186,122,120
Prupe.6G206100.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G320900.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G166100.1_v2.0.a1,10,10,16,17,8,13
MSTRG.16335.6,27,36,3,35,6,98
Prupe.4G135300.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G208000.4_v2.0.a1,47,636,0,0,7,0
Prupe.6G048700.1_v2.0.a1,9,3,11,3,10,0
Prupe.7G006300.1_v2.0.a1,92,43,49,38,0,46
MSTRG.4617.1,353,454,381,447,378,341
Prupe.1G521300.1_v2.0.a1,2692,232,5529,279,5974,164
MSTRG.4617.2,153,0,261,0,96,0
Prupe.6G344800.1_v2.0.a1,0,0,0,0,0,83
Prupe.1G331000.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G002300.1_v2.0.a1,332,441,324,445,228,296
MSTRG.10692.3,318,119,388,132,277,75
Prupe.3G007100.5_v2.0.a1,0,0,0,0,0,0
Prupe.3G120400.1_v2.0.a1,5,6,2,4,0,2
Prupe.3G280400.9_v2.0.a1,0,0,0,0,0,0
MSTRG.16296.1,171,0,341,31,178,0
MSTRG.16296.2,2,165,26,32,25,28
MSTRG.16296.3,182,0,259,112,393,0
Prupe.4G171400.1_v2.0.a1,57,9,713,37,1364,0
Prupe.7G083500.2_v2.0.a1,0,0,0,0,0,0
Prupe.7G080500.8_v2.0.a1,0,0,0,0,0,0
Prupe.1G234900.1_v2.0.a1,462,478,472,490,387,263
Prupe.7G027000.4_v2.0.a1,16,0,21,8,14,0
MSTRG.10880.7,531,312,374,295,385,224
Prupe.1G032500.1_v2.0.a1,11,17,11,33,14,21
Prupe.1G582300.1_v2.0.a1,0,4,0,0,0,0
