transcript_id,D7-1,D7-2,D7-3,T3-1,T3-2,T3-3
Prupe.2G070400.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G232600.7_v2.0.a1,10,74,0,35,45,111
Prupe.4G040400.1_v2.0.a1,299,162,185,1330,1597,536
Prupe.4G260800.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G118400.4_v2.0.a1,7,0,0,0,0,0
Prupe.7G129100.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G569600.1_v2.0.a1,179,122,132,272,316,156
Prupe.4G214200.2_v2.0.a1,0,0,0,0,0,0
Prupe.7G042800.1_v2.0.a1,21,15,18,78,95,39
Prupe.3G193900.2_v2.0.a1,0,0,0,23,15,0
Prupe.6G053500.1_v2.0.a1,1270,790,770,1348,1623,652
MSTRG.6177.7,0,0,0,267,0,0
Prupe.8G116600.1_v2.0.a1,36,61,10,118,78,61
Prupe.4G001800.1_v2.0.a1,24,37,21,0,0,0
Prupe.1G319700.6_v2.0.a1,0,0,0,0,45,0
MSTRG.1423.1,42,31,15,20,28,20
Prupe.2G274500.1_v2.0.a1,1928,1403,1410,2739,3288,1407
Prupe.4G186600.1_v2.0.a1,0,0,0,10,23,0
Prupe.5G173600.3_v2.0.a1,0,0,0,10,0,0
Prupe.1G579000.4_v2.0.a1,0,59,0,28,40,39
Prupe.7G106500.1_v2.0.a1,9,0,0,5,4,0
Prupe.4G239000.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G188000.1_v2.0.a1,433,372,387,88,12,153
Prupe.8G231200.1_v2.0.a1,0,0,0,213,413,0
Prupe.1G508300.1_v2.0.a1,0,0,0,0,0,2
Prupe.2G274800.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G459600.1_v2.0.a1,21,18,12,43,57,15
Prupe.8G087000.2_v2.0.a1,0,0,0,0,0,0
Prupe.8G076500.5_v2.0.a1,0,11,33,0,46,0
MSTRG.11531.3,25,2,26,74,94,48
Prupe.1G360900.2_v2.0.a1,0,0,0,0,0,0
MSTRG.11531.1,48,74,35,149,203,142
Prupe.6G106200.22_v2.0.a1,5,0,0,28,23,9
MSTRG.11531.4,56,17,10,31,18,0
Prupe.2G291200.2_v2.0.a1,13,9,19,704,818,368
Prupe.8G042300.1_v2.0.a1,9,6,18,5,20,3
MSTRG.4620.3,0,192,0,87,364,146
MSTRG.4620.2,661,208,366,1061,1127,497
Prupe.3G270400.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G181600.1_v2.0.a1,0,5,2,0,0,1
Prupe.2G109300.1_v2.0.a1,44,35,29,0,6,0
Prupe.8G270400.1_v2.0.a1,3379,2004,2141,3351,3874,1764
Prupe.6G262200.2_v2.0.a1,17,0,0,0,0,0
Prupe.3G265700.2_v2.0.a1,6,5,5,107,109,69
MSTRG.5125.4,82,0,288,115,304,130
Prupe.5G092000.1_v2.0.a1,0,8,6,59,91,33
MSTRG.5125.3,40,0,0,142,55,72
MSTRG.17820.4,0,0,0,149,0,0
MSTRG.17820.2,269,145,191,382,567,221
MSTRG.17820.3,23,8,34,55,82,24
MSTRG.17820.1,201,131,120,279,337,142
Prupe.1G546800.4_v2.0.a1,109,83,92,165,195,100
Prupe.3G189400.2_v2.0.a1,0,0,0,0,12,13
MSTRG.16860.2,38,17,30,67,167,57
Prupe.2G041800.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G263400.1_v2.0.a1,677,343,481,1123,1329,528
Prupe.6G315900.2_v2.0.a1,4304,2479,2599,8937,10567,4476
MSTRG.18067.1,565,359,301,82,84,49
Prupe.2G191700.1_v2.0.a1,0,3,3,0,7,0
Prupe.1G173900.1_v2.0.a1,15070,10113,10692,52848,64687,28764
MSTRG.18342.1,66,32,22,35,32,22
Prupe.6G316700.1_v2.0.a1,25,24,26,0,0,0
MSTRG.2412.1,127,74,82,229,268,76
Prupe.1G364900.1_v2.0.a1,14,12,0,35,18,28
Prupe.8G003500.1_v2.0.a1,90,8,19,13,16,20
Prupe.5G121500.1_v2.0.a1,0,0,0,6,0,0
Prupe.8G235300.3_v2.0.a1,0,0,0,0,20,0
Prupe.6G068000.1_v2.0.a1,1510,978,1065,1988,2096,444
Prupe.1G096700.1_v2.0.a1,3792,2548,2739,8688,10792,4864
Prupe.1G214100.2_v2.0.a1,60,49,56,47,51,0
Prupe.4G036500.1_v2.0.a1,0,31,77,0,0,0
Prupe.7G235700.1_v2.0.a1,2079,1288,1286,4230,4798,2253
Prupe.3G003400.1_v2.0.a1,566,334,386,1578,1929,837
Prupe.3G280900.20_v2.0.a1,0,0,0,0,24,0
Prupe.1G157300.1_v2.0.a1,315,249,210,378,88,193
Prupe.4G114000.2_v2.0.a1,0,514,136,12,227,107
Prupe.4G149100.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G272300.1_v2.0.a1,81,75,19,16,32,11
Prupe.1G147200.1_v2.0.a1,111,40,52,421,451,182
Prupe.2G311400.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G363600.8_v2.0.a1,0,0,0,0,0,0
Prupe.4G085100.3_v2.0.a1,855,524,744,1440,670,1292
Prupe.1G217900.3_v2.0.a1,106,0,96,157,129,3
Prupe.6G280600.2_v2.0.a1,0,0,0,11,0,0
Prupe.4G018500.2_v2.0.a1,150,0,0,233,196,0
Prupe.7G026800.2_v2.0.a1,47,0,18,70,0,23
Prupe.1G298300.2_v2.0.a1,135,296,391,307,571,214
Prupe.8G070400.1_v2.0.a1,3,2,1,7,9,5
Prupe.1G294900.1_v2.0.a1,0,0,0,2,0,0
MSTRG.10323.3,0,0,0,0,1357,546
MSTRG.12098.4,0,0,0,0,725,293
Prupe.1G541500.3_v2.0.a1,0,0,0,0,134,0
Prupe.2G245700.2_v2.0.a1,590,437,469,52,65,27
Prupe.1G144100.3_v2.0.a1,2592,1681,1647,1404,1536,679
Prupe.8G047900.1_v2.0.a1,59,28,36,16,52,16
Prupe.8G202100.3_v2.0.a1,0,0,0,0,0,0
Prupe.8G264600.1_v2.0.a1,580,412,369,908,970,238
Prupe.6G133600.1_v2.0.a1,8,8,0,0,0,0
Prupe.3G035500.1_v2.0.a1,651,391,326,1556,1638,807
Prupe.3G257200.1_v2.0.a1,5,4,0,0,0,0
Prupe.5G246400.1_v2.0.a1,536,306,231,679,858,376
Prupe.7G208800.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G062700.1_v2.0.a1,0,0,0,0,5,0
Prupe.5G231100.1_v2.0.a1,0,0,0,20,11,13
Prupe.8G186800.2_v2.0.a1,1018,783,990,3826,5347,1905
Prupe.6G364600.1_v2.0.a1,2317,1461,1578,3735,4241,1998
Prupe.4G228000.1_v2.0.a1,1385,887,879,3574,3869,1760
Prupe.7G028800.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G017300.6_v2.0.a1,0,575,501,374,1083,164
Prupe.5G109100.1_v2.0.a1,135,75,71,129,145,70
Prupe.6G207600.1_v2.0.a1,25,9,17,0,0,0
Prupe.3G162000.1_v2.0.a1,7,0,9,4,3,3
Prupe.1G559500.1_v2.0.a1,7,4,6,11,19,8
Prupe.1G434700.1_v2.0.a1,1061,633,715,1336,1564,743
Prupe.1G097300.4_v2.0.a1,0,0,0,0,0,0
Prupe.5G021200.1_v2.0.a1,1,1,1,1,1,1
Prupe.6G106200.10_v2.0.a1,0,0,0,0,0,0
Prupe.2G248800.1_v2.0.a1,152,128,122,43,79,27
Prupe.6G089200.2_v2.0.a1,10,0,6,3,12,19
Prupe.1G252300.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G170300.8_v2.0.a1,0,0,0,0,0,0
Prupe.2G154600.7_v2.0.a1,21,7,7,2,24,0
Prupe.4G150500.1_v2.0.a1,1765,1175,1205,2344,2695,1170
Prupe.4G123400.12_v2.0.a1,0,0,0,3,0,0
Prupe.1G251000.1_v2.0.a1,0,2,0,2,5,1
Prupe.6G236000.1_v2.0.a1,92,62,71,772,1083,481
MSTRG.3582.1,491,58,0,145,0,0
Prupe.1G205700.1_v2.0.a1,30,2,2,14,17,4
Prupe.1G246800.2_v2.0.a1,4,31,4,24,51,17
Prupe.3G055400.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G315500.3_v2.0.a1,70,40,41,33,39,103
Prupe.5G039100.1_v2.0.a1,789,482,558,1190,1440,555
MSTRG.17994.1,48,26,39,252,269,112
Prupe.5G238900.1_v2.0.a1,0,0,0,0,7,0
Prupe.3G018700.2_v2.0.a1,0,4,6,0,0,0
Prupe.4G221900.1_v2.0.a1,189,119,144,405,435,187
Prupe.7G186300.1_v2.0.a1,674,495,630,686,863,270
Prupe.7G096200.1_v2.0.a1,0,0,6,0,0,0
Prupe.1G094900.1_v2.0.a1,1401,981,1018,1768,1970,884
Prupe.7G224500.1_v2.0.a1,1507,323,400,419,591,178
Prupe.4G254100.14_v2.0.a1,55,9,5,39,65,25
Prupe.3G088500.1_v2.0.a1,1338,897,926,1025,1203,519
Prupe.1G081500.2_v2.0.a1,146,27,46,21,206,23
MSTRG.8143.2,0,0,32,53,78,61
Prupe.3G015600.1_v2.0.a1,71,61,39,158,178,39
Prupe.6G009700.1_v2.0.a1,8,7,2,0,3,0
Prupe.6G022000.3_v2.0.a1,114,50,73,0,104,36
Prupe.8G157100.2_v2.0.a1,0,0,1,0,0,0
MSTRG.440.1,0,0,0,55,82,28
Prupe.1G431900.1_v2.0.a1,163,106,104,311,320,153
Prupe.3G274100.1_v2.0.a1,64,22,37,196,193,126
Prupe.1G194200.1_v2.0.a1,0,0,0,0,0,0
MSTRG.17119.2,0,0,52,132,180,73
Prupe.5G241100.3_v2.0.a1,44,34,26,168,230,6
Prupe.6G354400.1_v2.0.a1,0,0,2,1102,1341,578
MSTRG.16291.3,0,0,43,9,0,0
Prupe.2G039700.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G312000.1_v2.0.a1,0,10,0,4,0,2
Prupe.4G279900.1_v2.0.a1,95,68,119,0,0,185
Prupe.7G254200.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G250100.1_v2.0.a1,938,613,601,2517,3052,1270
Prupe.6G084900.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G049000.1_v2.0.a1,841,577,557,31,35,12
Prupe.4G238100.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G174600.5_v2.0.a1,43,9,4,19,22,7
MSTRG.13941.1,12,3,7,139,195,65
Prupe.1G196300.1_v2.0.a1,29,60,11,97,146,43
MSTRG.4487.1,103,15,5,140,156,62
Prupe.2G329900.2_v2.0.a1,1789,1151,1211,3219,3802,1705
Prupe.7G254800.1_v2.0.a1,3,1,0,11,13,4
Prupe.8G202900.2_v2.0.a1,118,156,200,106,483,48
Prupe.6G198700.5_v2.0.a1,0,0,0,0,0,0
Prupe.6G023200.3_v2.0.a1,3,0,0,0,0,0
Prupe.6G319600.1_v2.0.a1,1334,627,650,485,613,255
Prupe.8G238100.3_v2.0.a1,3,0,0,16,59,0
MSTRG.16751.3,88,59,0,1466,62,12
MSTRG.2440.2,0,68,0,109,146,115
Prupe.3G216500.2_v2.0.a1,0,0,0,20,0,0
MSTRG.20028.1,0,0,0,0,0,443
MSTRG.20028.2,0,0,0,0,0,88
Prupe.1G030200.2_v2.0.a1,60,29,23,94,244,94
Prupe.7G267100.4_v2.0.a1,2,0,0,4,4,0
Prupe.6G197900.1_v2.0.a1,14,9,23,21,52,23
Prupe.3G176900.2_v2.0.a1,0,0,17,0,0,0
Prupe.5G057900.1_v2.0.a1,60,33,28,21,9,9
MSTRG.5747.4,151,56,80,278,166,148
Prupe.3G145300.1_v2.0.a1,9,9,8,7,1,0
Prupe.4G125300.1_v2.0.a1,22,11,28,38,40,25
MSTRG.19687.2,24,18,3,41,22,23
MSTRG.5747.2,0,0,0,0,133,0
Prupe.8G042000.1_v2.0.a1,0,3,0,7,3,2
Prupe.6G347000.1_v2.0.a1,28,22,18,61,81,36
Prupe.6G347100.1_v2.0.a1,0,0,0,0,0,25
MSTRG.6723.1,38,71,152,1323,176,148
MSTRG.12534.2,0,0,0,197,185,62
MSTRG.6723.5,50,40,0,149,123,54
Prupe.1G549600.2_v2.0.a1,57,37,0,0,0,0
MSTRG.10212.1,5,4,5,50,51,25
MSTRG.4497.1,0,2,2,68,61,37
Prupe.4G038100.9_v2.0.a1,0,0,0,14,20,0
Prupe.4G117400.1_v2.0.a1,689,443,461,2513,2896,1307
Prupe.5G123800.1_v2.0.a1,1990,1353,1433,571,687,257
Prupe.6G349500.1_v2.0.a1,73,17,9,349,340,148
Prupe.2G321900.5_v2.0.a1,0,0,0,0,0,0
Prupe.8G260800.1_v2.0.a1,2364,1489,1643,1877,2181,922
Prupe.7G261900.1_v2.0.a1,1128,713,788,730,810,407
Prupe.6G168500.2_v2.0.a1,534,158,329,421,676,403
MSTRG.9530.1,0,39,0,0,0,0
Prupe.8G215700.2_v2.0.a1,133,203,200,198,208,181
Prupe.5G026100.6_v2.0.a1,39,0,161,47,19,0
MSTRG.16388.2,137,85,57,195,129,121
Prupe.6G103700.9_v2.0.a1,0,0,0,61,66,27
Prupe.5G206700.2_v2.0.a1,0,512,23,1518,1928,1001
Prupe.4G054700.3_v2.0.a1,0,47,16,17,142,30
Prupe.2G226100.1_v2.0.a1,474,237,292,961,1065,489
Prupe.4G119900.1_v2.0.a1,45,50,65,104,135,49
MSTRG.17351.3,0,0,65,91,140,21
Prupe.8G196600.1_v2.0.a1,199,95,132,300,281,113
Prupe.4G061800.7_v2.0.a1,10,36,30,4,31,8
Prupe.6G228200.1_v2.0.a1,80,0,0,0,44,0
Prupe.5G089100.1_v2.0.a1,3522,2161,2180,155,72,41
Prupe.8G007100.6_v2.0.a1,0,0,0,0,0,0
Prupe.3G186900.9_v2.0.a1,0,0,0,12,0,34
Prupe.1G494200.5_v2.0.a1,0,0,0,0,0,0
Prupe.2G175500.3_v2.0.a1,2,2,8,8,6,2
Prupe.7G054300.3_v2.0.a1,0,0,94,0,138,0
Prupe.1G418800.1_v2.0.a1,2,6,0,3,6,0
Prupe.4G022000.3_v2.0.a1,0,0,0,0,0,0
Prupe.4G133900.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G073300.2_v2.0.a1,871,664,833,2269,3012,1295
MSTRG.15609.1,0,0,0,0,0,11
Prupe.4G220200.1_v2.0.a1,0,0,0,0,2,0
Prupe.8G119300.1_v2.0.a1,289,175,202,115,119,57
Prupe.2G167000.1_v2.0.a1,1155,764,879,1807,2347,684
Prupe.1G046500.1_v2.0.a1,109,65,57,151,136,61
Prupe.6G225700.1_v2.0.a1,0,0,0,0,0,2
MSTRG.4407.4,0,61,109,932,413,154
Prupe.8G265800.1_v2.0.a1,2601,1788,1701,2293,2712,1208
Prupe.2G067900.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G283900.5_v2.0.a1,1,2,0,0,4,2
MSTRG.4407.1,92,24,86,181,359,192
MSTRG.4407.2,50,113,77,40,111,50
MSTRG.4407.3,553,278,284,528,1010,406
Prupe.1G494200.3_v2.0.a1,0,39,0,0,0,0
Prupe.1G311500.1_v2.0.a1,244,187,190,314,398,165
MSTRG.3.4,0,0,4,349,643,96
Prupe.6G003800.1_v2.0.a1,428,287,273,661,828,322
MSTRG.3.1,439,235,292,1096,1070,654
Prupe.1G271600.2_v2.0.a1,0,0,0,0,0,0
MSTRG.621.2,38,389,23,120,972,9
MSTRG.621.1,0,0,0,335,85,0
Prupe.1G489300.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G263900.1_v2.0.a1,47,17,14,6,20,52
Prupe.2G031500.13_v2.0.a1,0,0,0,23,0,0
Prupe.3G263100.2_v2.0.a1,16,0,0,163,161,40
Prupe.3G284800.1_v2.0.a1,149,83,97,362,372,202
Prupe.1G382400.1_v2.0.a1,1177,825,114,200,252,649
Prupe.7G128700.9_v2.0.a1,267,173,124,255,508,116
Prupe.7G064800.1_v2.0.a1,265,137,144,37,65,27
Prupe.6G065500.1_v2.0.a1,0,12,9,13,24,4
Prupe.1G570000.1_v2.0.a1,911,776,763,1185,1402,482
MSTRG.14656.2,0,0,0,0,0,131
Prupe.6G157200.1_v2.0.a1,0,6,8,49,18,43
Prupe.6G201800.2_v2.0.a1,0,30,0,0,0,32
MSTRG.6739.2,0,0,0,0,10,2
MSTRG.6739.3,1,0,0,9,9,9
Prupe.7G174000.3_v2.0.a1,440,324,255,967,222,509
Prupe.1G442900.1_v2.0.a1,0,0,0,12,19,7
Prupe.1G406100.3_v2.0.a1,0,0,0,56,0,0
Prupe.5G112600.1_v2.0.a1,2,3,0,0,0,0
Prupe.3G268000.1_v2.0.a1,610,407,345,1186,1464,641
MSTRG.8021.1,75,28,37,54,123,24
Prupe.4G149800.1_v2.0.a1,3,0,0,0,0,3
Prupe.7G023400.18_v2.0.a1,0,0,0,0,0,0
Prupe.6G231400.4_v2.0.a1,4,0,0,18,9,5
Prupe.1G460900.3_v2.0.a1,809,526,504,1844,2092,1022
Prupe.1G454600.1_v2.0.a1,20,20,17,84,88,29
Prupe.3G269600.4_v2.0.a1,101,80,39,31,6,6
Prupe.4G288000.5_v2.0.a1,0,0,0,0,0,0
Prupe.6G121900.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G255200.1_v2.0.a1,352,336,346,1258,1667,780
Prupe.6G063000.2_v2.0.a1,488,327,276,454,441,298
Prupe.2G314700.1_v2.0.a1,421,252,227,673,693,363
Prupe.7G094000.1_v2.0.a1,77,36,46,13,19,6
Prupe.3G071800.5_v2.0.a1,0,0,0,0,0,26
MSTRG.4314.1,123,88,69,167,182,117
Prupe.8G065300.1_v2.0.a1,1734,1024,1095,2455,2872,1280
Prupe.2G240300.5_v2.0.a1,1,0,0,19,26,130
Prupe.8G155000.1_v2.0.a1,15,18,20,13,10,7
Prupe.6G330800.1_v2.0.a1,31,27,22,3,16,0
Prupe.1G072800.1_v2.0.a1,2,1,3,3,17,0
Prupe.7G222100.2_v2.0.a1,547,379,355,898,964,450
Prupe.8G118400.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G390200.1_v2.0.a1,25,22,14,244,311,134
Prupe.5G112900.1_v2.0.a1,0,10,0,67,96,37
Prupe.4G021000.4_v2.0.a1,56,0,10,122,141,22
Prupe.1G325600.2_v2.0.a1,24,17,5,6,20,11
Prupe.6G351000.3_v2.0.a1,33,0,125,81,52,27
Prupe.7G257600.3_v2.0.a1,14,16,11,85,110,83
MSTRG.13700.1,463,308,275,227,616,716
Prupe.4G233800.1_v2.0.a1,7,0,9,0,0,0
Prupe.4G166400.5_v2.0.a1,0,0,3,687,317,71
Prupe.6G193400.1_v2.0.a1,3064,2206,1921,5983,6718,2978
Prupe.8G196200.2_v2.0.a1,134,72,34,7,17,26
Prupe.1G424200.2_v2.0.a1,650,1653,1157,334,1222,545
Prupe.2G329200.1_v2.0.a1,148,78,94,1340,1619,698
MSTRG.9528.3,19,11,30,66,51,23
MSTRG.9528.2,29,42,141,186,294,160
Prupe.8G098200.1_v2.0.a1,4828,3283,3508,7334,8368,4599
MSTRG.9977.1,0,0,1,30,30,16
Prupe.2G126700.2_v2.0.a1,11,4,0,0,2,0
Prupe.7G247400.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G398300.1_v2.0.a1,1710,1010,1118,1383,1639,670
Prupe.7G253000.1_v2.0.a1,542,371,442,1079,1294,594
Prupe.3G069100.2_v2.0.a1,0,0,0,0,20,0
Prupe.4G188700.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G499000.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G026200.2_v2.0.a1,0,0,0,0,0,0
MSTRG.19224.6,32,0,0,72,168,65
Prupe.6G052400.2_v2.0.a1,0,0,195,0,0,0
Prupe.6G100000.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G345700.2_v2.0.a1,0,0,0,0,0,0
MSTRG.4532.1,120,0,0,0,0,0
MSTRG.14329.3,95,25,18,50,19,0
Prupe.2G041100.1_v2.0.a1,82,0,0,107,68,40
Prupe.2G243200.1_v2.0.a1,3792,2191,2220,7494,8800,3669
Prupe.5G098400.1_v2.0.a1,7218,4908,5012,6381,7848,3465
Prupe.3G055700.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G121700.2_v2.0.a1,0,0,16,0,101,0
Prupe.1G357300.1_v2.0.a1,69,33,24,31,168,25
Prupe.3G024300.1_v2.0.a1,164,25,12,426,73,27
MSTRG.18822.1,54,0,31,64,0,78
MSTRG.18822.3,0,0,0,0,171,0
Prupe.5G010900.1_v2.0.a1,0,3,7,0,0,6
Prupe.8G087600.2_v2.0.a1,0,0,0,0,160,97
Prupe.3G133800.16_v2.0.a1,21,4,5,19,11,8
Prupe.4G118100.1_v2.0.a1,3898,2649,2804,5368,6009,2661
Prupe.6G062900.2_v2.0.a1,678,403,524,988,1023,89
Prupe.4G214200.1_v2.0.a1,35,16,28,64,345,68
Prupe.6G214300.1_v2.0.a1,72,42,44,1679,1928,919
Prupe.2G049400.1_v2.0.a1,243,149,158,647,745,311
MSTRG.10146.1,766,567,488,115,3873,556
Prupe.1G487600.3_v2.0.a1,47,0,0,0,2,0
Prupe.5G217200.2_v2.0.a1,0,0,0,33,0,0
Prupe.1G249600.1_v2.0.a1,175,102,124,266,308,134
Prupe.5G207700.5_v2.0.a1,0,0,0,0,4,0
Prupe.1G533800.1_v2.0.a1,1514,907,973,2697,3093,1331
Prupe.5G068300.7_v2.0.a1,4,0,0,27,0,0
Prupe.6G202400.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G003500.1_v2.0.a1,129,179,181,673,751,360
Prupe.2G277800.4_v2.0.a1,65,123,58,17,44,0
Prupe.2G132200.2_v2.0.a1,12,18,16,14,11,14
MSTRG.6624.2,0,0,0,185,0,0
Prupe.3G142300.1_v2.0.a1,63,23,30,186,276,129
Prupe.6G252200.1_v2.0.a1,1620,907,1013,1890,2161,1003
Prupe.4G152500.2_v2.0.a1,0,0,1,0,156,0
Prupe.7G018000.1_v2.0.a1,429,369,328,413,382,189
MSTRG.15675.1,244,115,151,548,643,270
Prupe.2G019200.3_v2.0.a1,9,0,0,0,21,0
Prupe.8G216300.5_v2.0.a1,263,161,3,249,109,0
Prupe.2G060800.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G164100.1_v2.0.a1,97,65,49,108,110,49
Prupe.3G242700.5_v2.0.a1,35,15,33,20,18,22
Prupe.1G450300.1_v2.0.a1,754,473,476,845,939,390
Prupe.6G341100.1_v2.0.a1,188,11,14,433,162,211
Prupe.5G102500.1_v2.0.a1,18,10,14,0,2,0
Prupe.2G080800.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G201600.3_v2.0.a1,2,4,6,14,7,6
MSTRG.9175.2,47,22,18,83,98,62
Prupe.6G246900.5_v2.0.a1,194,84,37,513,0,0
Prupe.1G191800.3_v2.0.a1,0,0,0,137,25,0
Prupe.3G285600.2_v2.0.a1,1244,872,495,9,14,25
Prupe.8G128400.1_v2.0.a1,0,0,0,0,0,0
MSTRG.909.1,203,8,17,760,0,286
Prupe.7G028200.1_v2.0.a1,13,13,3,18,55,14
Prupe.1G065600.1_v2.0.a1,242,157,186,654,527,278
MSTRG.2179.4,0,0,2,84,154,127
MSTRG.2179.5,62,0,0,49,65,0
Prupe.3G123200.2_v2.0.a1,0,0,0,0,0,0
MSTRG.8361.1,72,0,0,0,0,2
Prupe.1G096500.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G480600.1_v2.0.a1,172,9,77,99,71,36
Prupe.5G076700.2_v2.0.a1,0,0,244,0,0,2
Prupe.4G205200.2_v2.0.a1,502,240,296,49,0,36
Prupe.2G176100.3_v2.0.a1,0,0,0,33,43,22
Prupe.7G168500.1_v2.0.a1,218,40,57,125,96,198
Prupe.5G009100.2_v2.0.a1,151,166,0,131,143,322
Prupe.8G265300.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G352600.1_v2.0.a1,29,17,30,9,25,9
Prupe.2G110800.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G117800.1_v2.0.a1,52,26,15,81,119,33
Prupe.1G300300.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G260200.2_v2.0.a1,0,0,0,0,0,1
Prupe.4G141200.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G032500.1_v2.0.a1,624,479,536,469,556,227
MSTRG.7773.2,12,0,8,16,21,38
Prupe.8G105000.1_v2.0.a1,29,11,19,0,9,0
Prupe.5G151800.3_v2.0.a1,28,32,38,49,56,27
MSTRG.16417.1,10,10,6,87,114,35
Prupe.5G182600.1_v2.0.a1,24,7,8,63,73,33
Prupe.5G007500.3_v2.0.a1,1624,956,619,1630,1186,913
Prupe.7G025800.1_v2.0.a1,43,22,21,99,47,44
Prupe.5G090700.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G244200.1_v2.0.a1,34,2,4,0,15,9
Prupe.5G007400.5_v2.0.a1,0,0,0,37,0,0
MSTRG.13865.1,1,0,0,6,0,0
Prupe.6G155800.4_v2.0.a1,403,226,228,10,16,162
Prupe.3G050900.1_v2.0.a1,260,177,170,10,8,6
MSTRG.14985.2,0,0,61,0,0,0
Prupe.2G066500.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G273500.1_v2.0.a1,291,221,227,91,104,45
Prupe.7G118500.2_v2.0.a1,677,424,499,572,1525,680
Prupe.5G101700.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G210600.1_v2.0.a1,0,0,0,0,0,0
MSTRG.11943.3,0,20,110,349,0,306
MSTRG.2165.1,0,0,0,219,24,0
Prupe.2G056900.1_v2.0.a1,932,594,584,1742,2173,928
Prupe.1G010300.3_v2.0.a1,2,2,0,0,6,0
Prupe.5G074200.1_v2.0.a1,13,8,8,25,22,10
Prupe.4G005600.1_v2.0.a1,1,1,0,1,1,1
Prupe.1G281200.1_v2.0.a1,124,55,91,213,324,79
Prupe.6G187400.17_v2.0.a1,2,0,0,13,0,0
Prupe.3G161000.3_v2.0.a1,0,0,0,101,291,219
Prupe.4G062400.5_v2.0.a1,0,0,0,0,0,0
Prupe.1G184800.1_v2.0.a1,25,15,22,31,23,18
Prupe.2G297900.2_v2.0.a1,106,105,113,454,352,237
Prupe.4G185500.1_v2.0.a1,1118,692,743,5834,6495,2741
Prupe.3G294200.8_v2.0.a1,14,0,0,0,0,0
MSTRG.14805.2,0,0,0,0,0,34
Prupe.7G011400.2_v2.0.a1,0,0,0,11,38,0
Prupe.8G112600.4_v2.0.a1,2,1,0,2,2,1
Prupe.7G204800.2_v2.0.a1,3,0,0,0,0,0
Prupe.6G315800.1_v2.0.a1,892,559,598,1719,2016,903
Prupe.2G082500.1_v2.0.a1,4,4,2,0,3,0
Prupe.1G132000.1_v2.0.a1,15,13,24,9,6,0
Prupe.5G100000.2_v2.0.a1,7,11,14,136,25,39
Prupe.6G008100.5_v2.0.a1,10,1,4,18,23,6
Prupe.6G266500.1_v2.0.a1,48,41,28,5,0,7
Prupe.3G002300.1_v2.0.a1,0,0,3,13,7,0
Prupe.2G310700.10_v2.0.a1,58,0,0,0,23,0
Prupe.3G051100.2_v2.0.a1,0,0,0,0,0,0
MSTRG.12468.1,0,32,20,635,785,27
MSTRG.12468.2,0,0,0,0,0,138
Prupe.7G161900.1_v2.0.a1,132,115,88,9250,11345,5093
Prupe.1G510000.4_v2.0.a1,28,0,0,4,115,2
MSTRG.7034.4,14,0,19,0,0,0
MSTRG.7034.3,81,79,66,91,52,18
Prupe.3G011000.3_v2.0.a1,0,0,16,8,0,0
Prupe.1G201200.1_v2.0.a1,10,0,0,104,149,84
Prupe.1G344400.1_v2.0.a1,1,4,0,44,18,10
Prupe.4G121100.3_v2.0.a1,19,18,15,0,0,7
Prupe.6G189600.1_v2.0.a1,2300,1429,1500,1833,1981,777
