transcript_id,SRR5219267,SRR5219268,SRR5219269,SRR5219276,SRR5219277,SRR5219278
MSTRG.3760.3,0,0,0,81,0,0
Pav_sc0000268.1_g090.1.br,0,0,0,0,0,0
Pav_sc0003201.1_g090.1.mk,0,0,0,0,1,0
Pav_sc0000412.1_g210.1.mk,6,18,0,14,9,0
Pav_sc0000089.1_g040.1.br,0,9,11,0,0,7
Pav_sc0000549.1_g1210.1.mk,5,0,6,11,48,9
Pav_sc0000638.1_g1070.1.mk,0,0,0,0,0,0
Pav_sc0001086.1_g110.1.br,0,0,0,0,0,0
Pav_sc0000886.1_g510.1.br,0,6,9,0,0,0
MSTRG.8750.3,92,117,111,76,76,72
MSTRG.8750.2,14,49,46,0,24,56
Pav_sc0000587.1_g050.1.br,21,15,0,6,11,5
MSTRG.4559.1,183,213,0,116,156,160
Pav_sc0000091.1_g510.1.mk,3266,1870,2021,2124,3259,2794
MSTRG.572.2,1583,1437,0,911,1186,1003
Pav_sc0000689.1_g250.1.mk,1105,985,1241,1036,1136,1013
Pav_sc0000195.1_g530.1.br,7,5,2,4,3,2
MSTRG.24778.1,381,697,0,685,940,578
MSTRG.20601.1,98,52,89,25,69,69
Pav_sc0000283.1_g440.1.br,0,0,0,0,0,0
Pav_sc0001770.1_g010.1.br,0,0,0,0,0,0
Pav_sc0000544.1_g360.1.br,3,0,0,0,0,0
Pav_sc0001191.1_g180.1.br,0,0,0,0,0,0
MSTRG.653.2,1430,745,0,522,1205,891
Pav_sc0000138.1_g990.1.br,9,0,0,6,0,0
Pav_sc0001268.1_g030.1.br,0,0,0,0,0,0
Pav_sc0001168.1_g020.1.br,0,0,0,0,0,0
MSTRG.11951.2,214,210,338,210,232,188
MSTRG.20780.1,4430,5219,4750,2900,3145,2631
Pav_sc0003974.1_g150.1.br,0,0,0,0,0,0
MSTRG.2177.1,52,30,0,23,28,26
MSTRG.8363.5,24,79,9,2043,313,151
MSTRG.8363.4,21,25,10,335,229,129
Pav_sc0000877.1_g710.1.br,0,0,0,0,1,0
MSTRG.8363.3,189,183,123,1085,1173,1076
MSTRG.8363.2,197,257,295,2006,1686,820
MSTRG.21788.5,391,0,3,0,2,14
Pav_sc0003135.1_g790.1.mk,4,5,2,1,1,0
MSTRG.20366.2,253,0,0,1078,952,284
MSTRG.14572.9,281,147,315,556,179,417
MSTRG.19350.1,26,30,55,38,34,22
Pav_sc0000039.1_g090.1.br,0,0,0,0,0,0
Pav_sc0007780.1_g010.1.br,0,0,0,0,0,0
Pav_sc0000595.1_g630.1.br,0,0,0,0,0,0
Pav_sc0000704.1_g750.1.mk,83,80,0,92,87,38
MSTRG.22124.2,239,303,250,337,315,252
Pav_sc0002544.1_g060.1.mk,98,64,155,115,195,119
MSTRG.23045.2,777,846,0,1176,950,844
MSTRG.1659.1,13,15,0,6,11,5
MSTRG.4571.1,159,136,0,78,120,135
MSTRG.23045.3,71,59,0,170,47,178
MSTRG.166.1,149,181,0,100,94,53
Pav_co4021705.1_g010.1.br,0,0,0,0,0,0
MSTRG.8340.1,381,230,340,290,278,253
Pav_sc0000663.1_g100.1.mk,0,0,0,0,0,0
MSTRG.20527.2,5,421,362,275,518,0
MSTRG.20527.3,270,217,414,420,0,136
Pav_sc0001364.1_g160.1.mk,18,38,20,17,14,30
Pav_sc0000027.1_g430.1.br,0,0,0,41,0,0
Pav_sc0001963.1_g590.1.mk,0,0,0,0,0,0
Pav_sc0000094.1_g540.1.br,3,9,31,0,5,10
Pav_sc0004420.1_g050.1.br,0,0,0,0,0,0
Pav_sc0001175.1_g220.1.br,0,0,0,0,0,0
Pav_sc0001270.1_g310.1.mk,195,475,277,14,238,240
Pav_sc0000376.1_g550.1.mk,1520,1268,1573,991,1278,1021
Pav_sc0000595.1_g420.1.br,0,0,0,0,0,0
Pav_sc0000745.1_g110.1.br,0,0,0,0,0,0
Pav_sc0012025.1_g020.1.mk,0,0,0,0,0,0
Pav_sc0005202.1_g030.1.br,0,0,0,0,0,0
Pav_sc0002236.1_g090.1.br,0,0,0,0,0,0
Pav_sc0000557.1_g660.1.mk,0,0,0,0,0,0
MSTRG.3689.1,62,44,0,83,103,129
Pav_sc0001801.1_g130.1.mk,12,75,14,29,123,31
MSTRG.7040.2,228,201,160,171,152,78
Pav_sc0000176.1_g060.1.mk,0,0,0,0,0,0
MSTRG.7040.1,502,410,421,427,373,351
MSTRG.698.2,0,0,0,0,0,0
Pav_sc0000661.1_g560.1.br,0,0,2,0,0,0
Pav_sc0005509.1_g050.1.br,17,39,11,6,3,8
Pav_sc0004576.1_g030.1.br,80,75,0,77,122,77
MSTRG.18253.2,4319,5379,12889,50262,39087,27774
Pav_co4053847.1_g010.1.mk,0,0,0,0,0,0
Pav_sc0003582.1_g010.1.mk,0,0,0,0,0,0
Pav_sc0000130.1_g700.1.mk,1394,984,0,901,1156,754
MSTRG.13637.1,149,62,99,71,102,69
Pav_sc0000142.1_g090.1.mk,0,36,8,0,127,0
Pav_sc0004282.1_g020.1.mk,0,0,0,0,0,0
MSTRG.3086.2,172,218,0,176,210,160
Pav_sc0000072.1_g420.1.mk,65,53,32,40,43,37
MSTRG.10532.2,16,0,139,17,0,0
MSTRG.10532.1,0,133,123,6,184,104
MSTRG.21538.4,418,457,520,211,246,183
MSTRG.12099.1,147,132,179,187,216,113
MSTRG.12099.3,0,0,0,0,0,47
Pav_sc0000675.1_g980.1.br,0,0,0,0,0,0
MSTRG.23214.2,82,157,0,229,191,104
Pav_sc0007164.1_g030.1.br,0,0,0,0,0,0
MSTRG.3468.1,1833,1406,0,947,1703,1802
MSTRG.17608.2,4389,5722,4725,4398,4395,3307
MSTRG.17608.3,544,0,0,0,661,0
Pav_sc0000535.1_g330.1.br,0,0,0,0,0,0
Pav_sc0004547.1_g080.1.br,5,6,0,2,2,0
Pav_sc0000051.1_g360.1.br,0,0,0,0,0,0
MSTRG.15513.1,189,205,284,229,232,258
Pav_sc0007263.1_g020.1.br,0,0,0,0,0,0
MSTRG.18344.6,866,945,1111,4176,1340,1054
Pav_sc0002826.1_g080.1.br,2,3,2,3,3,2
Pav_sc0000514.1_g100.1.br,0,0,0,0,0,0
Pav_sc0000675.1_g280.1.mk,0,0,0,0,1,0
Pav_sc0002859.1_g060.1.br,0,4,0,0,0,0
Pav_sc0001448.1_g120.1.mk,0,1,0,0,0,0
Pav_sc0000143.1_g290.1.mk,0,0,0,0,0,0
Pav_sc0008770.1_g010.1.br,0,0,0,0,0,0
Pav_co3998197.1_g010.1.br,2,1,0,4,2,2
Pav_sc0004305.1_g140.1.mk,63,55,63,24,43,50
Pav_sc0000009.1_g1040.1.mk,1159,868,904,602,754,488
Pav_sc0000072.1_g490.1.mk,858,843,1038,642,964,712
MSTRG.7546.1,36,35,44,27,31,13
Pav_sc0001869.1_g1000.1.mk,0,0,0,0,0,0
MSTRG.23347.2,105,104,0,58,147,75
MSTRG.5795.1,1890,934,1419,1715,1583,735
Pav_sc0004305.1_g160.1.mk,0,0,0,0,0,0
Pav_sc0000044.1_g950.1.mk,0,0,0,0,0,0
MSTRG.11726.4,1013,922,908,1252,1517,966
MSTRG.1807.1,497,408,0,315,369,328
MSTRG.12749.4,35,55,30,26,71,0
MSTRG.12749.7,40,53,204,8,49,1
MSTRG.12749.6,18,20,20,28,10,0
Pav_sc0000220.1_g1410.1.mk,7,66,34,34,10,0
Pav_sc0000744.1_g360.1.mk,955,716,423,687,316,336
MSTRG.10114.1,760,655,756,637,920,728
MSTRG.12749.2,38,64,77,0,39,20
Pav_sc0002589.1_g030.1.mk,126,109,0,65,107,92
Pav_sc0000689.1_g150.1.mk,135,91,204,85,65,68
Pav_sc0000052.1_g670.1.mk,707,588,686,536,634,521
Pav_sc0000245.1_g080.1.mk,20,22,42,21,56,14
MSTRG.18951.2,5569,4315,6671,2144,3427,2705
MSTRG.14514.4,157,169,519,514,666,122
MSTRG.14514.3,43,191,20,30,7,0
MSTRG.14514.2,122,80,337,332,28,323
MSTRG.22516.1,665,720,0,270,391,278
Pav_sc0001663.1_g030.1.mk,410,484,0,582,585,293
MSTRG.14409.1,543,613,845,573,621,652
Pav_sc0000554.1_g1780.1.br,0,0,0,0,0,0
Pav_sc0000910.1_g120.1.mk,3189,2860,4397,2587,4491,3941
Pav_sc0003293.1_g060.1.br,0,0,0,0,0,0
MSTRG.7530.1,863,881,854,641,790,553
Pav_sc0000370.1_g640.1.br,0,0,0,0,0,0
Pav_sc0000862.1_g580.1.br,1,1,0,0,1,0
Pav_sc0006279.1_g020.1.mk,0,0,0,0,0,0
MSTRG.6102.2,6502,5810,6742,6036,6868,5128
Pav_sc0001175.1_g410.1.br,752,1212,868,1984,1553,612
Pav_sc0000195.1_g600.1.mk,0,0,0,0,0,0
Pav_sc0000072.1_g360.1.mk,1221,723,693,487,744,288
MSTRG.20535.1,656,725,812,879,788,726
MSTRG.14248.2,310,287,182,625,522,467
Pav_sc0000195.1_g620.1.mk,1897,1496,1902,1528,1984,1742
Pav_sc0001692.1_g040.1.mk,0,0,0,0,0,0
Pav_sc0001009.1_g210.1.mk,0,0,0,0,0,0
Pav_sc0000898.1_g140.1.br,0,0,0,0,0,0
Pav_sc0001583.1_g110.1.mk,0,0,0,11,9,0
Pav_sc0000960.1_g070.1.br,0,0,0,0,0,0
MSTRG.15021.3,136,111,120,159,143,183
Pav_sc0001605.1_g070.1.br,0,13,1,0,0,0
Pav_sc0000207.1_g890.1.br,0,0,0,0,0,0
Pav_sc0000268.1_g340.1.br,0,0,0,0,0,0
Pav_sc0002273.1_g080.1.br,0,0,0,0,0,0
Pav_sc0001466.1_g220.1.br,0,0,0,0,0,0
MSTRG.9250.5,52,54,35,24,45,19
MSTRG.9250.4,125,166,158,86,23,0
MSTRG.9250.7,63,60,6,44,21,17
MSTRG.9250.1,167,131,144,112,133,62
MSTRG.7885.2,537,528,569,600,925,763
MSTRG.9250.3,104,121,166,144,85,89
MSTRG.9250.2,75,126,167,91,76,56
Pav_sc0000659.1_g250.1.mk,186,110,133,86,96,158
Pav_sc0000412.1_g320.1.mk,0,0,0,0,0,0
MSTRG.9250.9,101,102,84,67,135,28
Pav_sc0000017.1_g1470.1.br,1,0,0,0,0,0
Pav_sc0000583.1_g330.1.mk,89,121,0,210,198,64
Pav_sc0007640.1_g010.1.br,11,11,0,4,12,4
MSTRG.9417.1,47,15,25,29,38,44
MSTRG.1446.1,253,238,0,110,123,145
Pav_sc0000095.1_g1080.1.mk,252,151,229,237,110,57
Pav_sc0000464.1_g990.1.br,0,0,0,0,0,0
MSTRG.23051.1,80,65,0,33,57,41
Pav_co4034457.1_g010.1.mk,0,0,0,0,0,0
Pav_sc0000766.1_g140.1.mk,1234,1439,1306,1403,1560,1084
Pav_sc0002337.1_g040.1.mk,267,218,0,190,222,98
Pav_sc0000212.1_g1640.1.mk,9,28,0,29,11,4
Pav_sc0000506.1_g230.1.mk,395,30,166,328,317,79
MSTRG.1205.3,29,773,0,213,605,372
Pav_sc0000907.1_g510.1.mk,0,0,0,0,16,0
MSTRG.6257.1,14735,13777,15106,9732,12269,9894
Pav_sc0001371.1_g080.1.mk,529,470,448,284,313,261
MSTRG.2849.3,959,712,0,797,1297,245
Pav_sc0000201.1_g110.1.br,483,488,0,324,404,243
Pav_sc0002685.1_g010.1.br,0,0,0,0,0,0
MSTRG.17670.3,106,149,148,235,133,55
Pav_sc0000981.1_g400.1.mk,0,0,0,0,0,0
MSTRG.17670.1,973,747,1063,663,947,736
MSTRG.9318.3,0,175,0,0,248,972
Pav_sc0010313.1_g010.1.br,1,1,0,0,0,0
Pav_sc0000780.1_g230.1.mk,1,1,1,1,1,1
MSTRG.16726.1,0,0,24,56,0,0
MSTRG.16837.1,81,42,58,73,88,63
Pav_sc0005913.1_g010.1.br,17,8,0,30,19,6
Pav_sc0001044.1_g380.1.br,0,0,0,0,0,0
Pav_sc0003209.1_g060.1.br,0,0,0,0,0,0
Pav_sc0002319.1_g120.1.mk,0,0,0,0,0,0
MSTRG.2846.5,15,58,0,0,55,0
Pav_sc0000886.1_g570.1.br,0,0,0,0,8,0
Pav_sc0011799.1_g020.1.br,0,0,0,0,0,0
MSTRG.18356.3,764,787,735,702,860,772
Pav_sc0000675.1_g160.1.br,23,20,0,0,12,0
MSTRG.14930.2,2543,2761,2332,3429,2827,1550
MSTRG.11650.3,554,418,504,478,639,225
MSTRG.11650.2,2157,2558,2498,2264,2153,1789
Pav_sc0001613.1_g150.1.br,0,0,0,0,0,0
MSTRG.22782.1,31905,37436,0,9933,12241,10700
Pav_sc0000595.1_g590.1.br,0,0,0,0,0,0
MSTRG.2846.3,16,55,0,0,68,0
Pav_sc0006540.1_g040.1.mk,0,0,0,0,0,0
Pav_sc0000595.1_g140.1.br,5,1,3,6,7,4
Pav_sc0001196.1_g840.1.mk,3,0,9,5,0,0
Pav_sc0001309.1_g1400.1.mk,10,18,0,0,15,0
MSTRG.2846.2,257,253,0,245,166,139
Pav_sc0000415.1_g150.1.br,0,0,0,0,0,0
Pav_sc0004373.1_g070.1.br,0,0,0,0,0,0
Pav_sc0001175.1_g290.1.mk,1490,1146,731,1110,1311,1134
Pav_sc0002327.1_g080.1.mk,269,63,349,316,515,36
Pav_sc0000754.1_g830.1.mk,49,31,23,36,19,13
Pav_sc0005673.1_g010.1.br,4,0,0,0,2,0
Pav_sc0001328.1_g050.1.mk,0,0,0,0,0,0
Pav_sc0000500.1_g120.1.br,0,0,0,0,0,0
MSTRG.19714.3,24,29,16,21,8,2
Pav_sc0001475.1_g250.1.br,0,0,0,0,0,0
Pav_sc0001690.1_g090.1.br,26,40,0,60,36,140
MSTRG.18356.2,98,85,184,186,148,135
MSTRG.8180.2,55,35,72,0,24,20
Pav_sc0000428.1_g510.1.mk,550,981,230,274,158,17
Pav_sc0000679.1_g010.1.mk,0,0,0,0,0,0
MSTRG.8180.1,174,186,174,164,107,122
Pav_sc0001080.1_g500.1.mk,0,0,12,0,13,0
MSTRG.12916.1,673,674,681,512,443,430
Pav_sc0000436.1_g240.1.br,0,0,0,0,0,0
Pav_sc0002992.1_g060.1.mk,34,25,0,0,0,17
Pav_sc0000220.1_g1770.1.mk,1096,974,1028,656,766,664
Pav_sc0000907.1_g560.1.mk,0,0,0,0,0,0
Pav_sc0000229.1_g280.1.br,6,4,2,12,2,4
MSTRG.20839.1,0,0,8,0,27,0
Pav_sc0000907.1_g130.1.mk,0,0,6,0,0,0
Pav_sc0001227.1_g080.1.br,0,0,0,0,2,0
Pav_sc0000764.1_g510.1.mk,83,99,119,166,145,56
Pav_sc0000652.1_g860.1.mk,4690,4765,4047,4674,5078,3679
Pav_sc0000815.1_g640.1.br,0,0,0,0,0,0
MSTRG.21819.1,905,983,1167,1210,1282,836
Pav_sc0000909.1_g710.1.mk,909,620,642,2694,2244,2702
Pav_sc0000652.1_g620.1.mk,22,18,18,0,0,12
Pav_sc0000881.1_g060.1.br,0,0,0,0,0,0
Pav_sc0004467.1_g040.1.mk,0,0,0,0,0,0
Pav_sc0002475.1_g200.1.mk,1128,1282,0,1042,1191,786
MSTRG.20041.5,354,330,201,240,0,0
MSTRG.20041.4,66,83,121,14,49,23
MSTRG.20041.3,179,134,240,0,193,94
MSTRG.20041.2,333,413,264,398,353,253
MSTRG.16827.8,216,196,453,177,161,53
MSTRG.16827.9,0,0,325,0,0,109
MSTRG.16827.6,69,126,52,53,67,61
MSTRG.16827.7,98,72,44,28,34,31
MSTRG.16827.4,130,130,52,38,69,36
MSTRG.16827.5,274,172,21,123,38,46
MSTRG.16827.2,533,624,521,309,396,383
MSTRG.16827.3,536,609,103,446,469,280
Pav_sc0003845.1_g180.1.br,0,0,0,0,0,0
Pav_sc0000013.1_g060.1.mk,12,11,11,21,13,10
MSTRG.17921.3,219,160,294,131,223,140
Pav_sc0000381.1_g300.1.mk,0,0,0,0,0,0
MSTRG.8858.3,0,86,14,37,0,0
Pav_sc0000036.1_g100.1.br,0,0,0,0,0,0
Pav_sc0001710.1_g660.1.mk,101,82,58,82,72,50
Pav_co4016403.1_g010.1.br,1135,1064,0,884,993,903
MSTRG.21781.3,23,75,106,93,7,154
Pav_sc0001196.1_g1380.1.br,0,0,3,0,0,0
Pav_sc0001124.1_g140.1.br,24,46,35,40,21,17
MSTRG.16313.3,1421,1315,1624,1593,1895,1755
Pav_sc0000174.1_g1890.1.br,0,0,0,0,0,0
MSTRG.21781.6,122,166,204,229,452,78
MSTRG.19073.2,5079,5355,4816,3615,4395,2623
MSTRG.19073.3,692,412,0,403,0,310
Pav_sc0002648.1_g350.1.br,0,0,0,0,0,0
MSTRG.20278.2,132,122,61,41,163,20
Pav_sc0000126.1_g110.1.br,0,0,0,0,0,0
Pav_sc0000334.1_g060.1.br,0,0,0,0,0,0
Pav_sc0000231.1_g1030.1.mk,4,4,0,2,2,2
Pav_sc0000113.1_g030.1.br,0,0,0,0,0,0
Pav_sc0008369.1_g050.1.br,39,12,0,8,14,2
Pav_sc0000028.1_g520.1.mk,212,181,132,233,213,149
Pav_sc0000716.1_g130.1.br,0,0,0,0,0,0
Pav_sc0000190.1_g070.1.br,0,0,0,0,0,0
Pav_sc0000078.1_g190.1.br,4,0,0,7,12,11
MSTRG.14925.8,20,0,657,0,152,0
MSTRG.19725.1,874,722,836,575,709,678
Pav_sc0001080.1_g1000.1.mk,0,18,122,20,18,48
MSTRG.14925.2,521,403,0,0,0,119
MSTRG.14925.1,34,388,841,531,461,34
Pav_sc0007012.1_g150.1.br,0,0,0,0,0,0
MSTRG.14925.7,310,87,595,833,198,406
MSTRG.14925.6,177,47,0,404,144,423
Pav_sc0000103.1_g2110.1.br,0,0,0,0,0,0
MSTRG.14925.4,433,9,3,6,0,0
Pav_sc0000700.1_g1170.1.mk,2696,1063,1083,2127,1408,1072
MSTRG.18339.5,0,0,0,195,12,0
Pav_sc0011394.1_g010.1.mk,0,0,0,0,0,0
Pav_sc0001171.1_g220.1.mk,6,2,0,3,2,2
MSTRG.12861.1,958,832,612,735,507,607
MSTRG.12861.2,122,123,232,44,125,67
MSTRG.24534.1,1695,1246,0,544,1180,1250
MSTRG.17858.2,31,18,10,3,12,15
Pav_sc0002186.1_g070.1.br,3,1,0,0,1,2
Pav_sc0000877.1_g520.1.mk,469,613,513,393,359,300
Pav_sc0000220.1_g940.1.mk,166,141,169,135,153,112
Pav_sc0000589.1_g240.1.mk,21,31,22,37,29,21
Pav_sc0000377.1_g220.1.br,0,13,0,12,0,0
MSTRG.16506.3,8,35,100,7,14,30
Pav_sc0001126.1_g270.1.br,716,728,0,456,408,448
Pav_sc0000659.1_g200.1.mk,0,0,0,0,0,0
MSTRG.11336.1,106,95,0,0,77,11
MSTRG.6764.1,37,45,31,51,33,34
Pav_sc0001794.1_g530.1.br,0,0,0,0,0,0
Pav_sc0003135.1_g950.1.mk,62,58,68,31,39,65
MSTRG.13277.2,520,171,665,0,309,411
Pav_sc0000567.1_g060.1.mk,0,75,84,0,105,58
MSTRG.8579.3,756,0,231,108,0,0
Pav_sc0000464.1_g230.1.mk,0,0,0,0,0,0
MSTRG.8579.1,4943,7178,4163,4269,4831,2063
Pav_sc0000212.1_g020.1.mk,12,6,0,3,4,3
Pav_sc0004503.1_g010.1.br,0,0,0,0,0,0
MSTRG.20741.1,2441,2399,2717,2662,2914,2011
MSTRG.3480.2,167,90,0,25,234,178
MSTRG.13521.2,45,389,0,0,0,0
MSTRG.13521.3,0,160,390,0,0,0
Pav_sc0009299.1_g010.1.br,0,0,0,0,0,0
MSTRG.13521.1,458,1,0,358,591,1
Pav_sc0010514.1_g090.1.br,0,0,0,0,0,0
MSTRG.13521.4,0,0,161,0,0,0
Pav_sc0000502.1_g540.1.mk,1793,1095,1057,1019,776,1856
Pav_sc0004578.1_g120.1.mk,44,33,33,22,32,27
Pav_sc0006402.1_g070.1.br,0,0,0,0,0,0
MSTRG.4863.8,3329,6276,4153,2256,1765,1461
Pav_sc0000334.1_g270.1.br,0,0,0,0,0,0
MSTRG.4863.2,330,404,360,202,244,94
MSTRG.4863.3,351,124,219,184,175,240
MSTRG.4863.1,124,173,429,170,405,302
MSTRG.4863.6,959,852,1088,781,858,938
MSTRG.4863.7,7079,7285,5692,6659,4066,3105
MSTRG.4863.5,180,144,199,163,162,160
MSTRG.12225.1,552,482,682,429,496,477
MSTRG.17191.6,4185,5687,5873,3558,3388,2515
MSTRG.17191.5,0,0,233,0,0,85
MSTRG.17191.4,314,91,95,409,330,213
MSTRG.17191.3,180,43,53,669,165,108
MSTRG.17191.2,2825,1363,822,1300,1892,1537
Pav_sc0000003.1_g120.1.mk,94,101,89,43,58,39
Pav_sc0000745.1_g210.1.br,0,0,0,0,0,0
Pav_sc0001391.1_g030.1.mk,473,459,0,343,158,160
Pav_sc0000678.1_g060.1.br,4,3,0,3,3,1
MSTRG.2918.1,814,1156,0,833,669,412
Pav_sc0000017.1_g560.1.mk,567,369,108,470,472,335
MSTRG.18849.1,49,57,61,53,60,32
Pav_sc0000067.1_g370.1.mk,16,20,0,3,0,0
Pav_sc0003135.1_g570.1.mk,0,0,0,0,0,0
Pav_sc0001390.1_g030.1.br,0,0,0,0,0,0
Pav_sc0000732.1_g040.1.br,0,0,0,0,0,0
MSTRG.6756.1,319,299,437,301,321,211
Pav_sc0000667.1_g720.1.mk,0,0,0,0,0,0
Pav_sc0000886.1_g170.1.mk,0,0,1,0,0,0
Pav_sc0006224.1_g020.1.br,0,0,0,0,0,0
Pav_sc0000890.1_g410.1.mk,3840,3861,4374,2692,3562,2496
Pav_co4021619.1_g010.1.br,0,0,0,0,0,0
Pav_sc0000410.1_g520.1.mk,6179,7657,3301,1979,4817,930
Pav_sc0000142.1_g060.1.mk,762,714,777,800,752,506
MSTRG.14656.4,6260,6530,10993,6805,9431,4927
MSTRG.22929.2,1254,1189,0,1212,1183,998
MSTRG.22929.3,936,763,0,887,927,634
Pav_sc0008111.1_g010.1.br,0,0,0,0,0,0
MSTRG.2640.1,680,415,0,531,521,595
MSTRG.21984.1,1519,1573,1313,2049,1677,1091
Pav_co4044943.1_g010.1.mk,9,3,0,2,1,2
Pav_sc0001518.1_g210.1.mk,0,8,0,4,8,0
MSTRG.8646.3,1812,702,1170,1220,1200,1829
MSTRG.8646.2,132,67,242,110,75,229
MSTRG.24169.2,196,90,0,60,39,205
MSTRG.24169.3,123,117,0,19,77,60
MSTRG.1969.2,2455,2370,0,1833,694,1805
MSTRG.24169.5,53,62,0,71,118,8
MSTRG.8646.4,532,540,893,344,282,689
Pav_sc0000087.1_g190.1.mk,0,0,0,0,0,0
Pav_sc0000652.1_g650.1.br,0,0,0,0,0,0
Pav_sc0010708.1_g010.1.br,0,0,0,0,0,0
Pav_sc0000028.1_g1130.1.mk,7,6,25,11,4,3
Pav_sc0002826.1_g120.1.br,104,97,92,61,53,44
Pav_sc0000600.1_g600.1.mk,7,0,6,3,0,0
Pav_co3997775.1_g010.1.br,34,27,0,28,54,33
Pav_sc0000685.1_g060.1.mk,0,0,0,0,0,0
Pav_sc0001013.1_g300.1.br,0,0,0,0,0,0
Pav_sc0001663.1_g260.1.br,109,78,0,54,49,61
Pav_sc0000150.1_g340.1.br,0,0,0,0,0,0
Pav_sc0006207.1_g030.1.mk,0,0,0,0,0,0
MSTRG.11750.6,379,341,180,98,600,214
MSTRG.11750.7,66,179,87,54,406,445
MSTRG.11750.4,9,137,2,3,0,0
Pav_sc0001627.1_g110.1.br,4,1,0,6,2,1
MSTRG.2314.5,104,71,0,233,44,0
MSTRG.11750.3,367,0,61,0,0,729
MSTRG.11750.1,1669,1553,2083,1867,718,0
Pav_sc0000869.1_g390.1.mk,1244,1235,1387,999,1303,1093
Pav_sc0003182.1_g110.1.mk,6,11,0,15,8,6
Pav_sc0002136.1_g190.1.br,6,3,7,2,6,2
MSTRG.20917.1,523,388,440,474,689,538
Pav_sc0001518.1_g370.1.mk,1,3,0,1,1,9
Pav_sc0000757.1_g010.1.br,0,0,0,13,3,3
Pav_sc0005156.1_g030.1.br,0,0,0,0,0,0
MSTRG.21732.3,749,1272,2,746,70,0
Pav_sc0001687.1_g160.1.mk,0,0,0,0,6,0
Pav_sc0000002.1_g370.1.br,0,0,0,0,0,2
Pav_sc0001080.1_g100.1.mk,724,1026,1031,869,1367,588
Pav_co4015577.1_g010.1.mk,0,0,0,0,0,0
MSTRG.16920.1,42,73,81,151,0,74
Pav_sc0000501.1_g100.1.br,15,15,5,10,4,14
Pav_co4004457.1_g010.1.mk,10,2,0,3,3,14
MSTRG.10618.1,447,671,543,321,378,327
Pav_sc0001196.1_g1370.1.mk,7,9,7,4,4,1
Pav_sc0004858.1_g010.1.br,0,0,0,0,0,0
Pav_sc0000098.1_g060.1.br,0,0,0,0,0,0
Pav_sc0000789.1_g360.1.mk,167,80,148,106,109,91
MSTRG.2174.2,0,0,0,87,0,0
Pav_sc0000194.1_g060.1.br,1,1,0,1,0,1
MSTRG.17855.5,63,0,36,0,0,0
Pav_sc0000888.1_g040.1.mk,522,600,475,376,263,148
Pav_co4012553.1_g010.1.mk,598,655,0,550,634,458
Pav_sc0000174.1_g1680.1.br,1230,2070,1818,4791,2360,2596
Pav_sc0006815.1_g010.1.br,9,5,0,7,1,5
Pav_sc0001725.1_g410.1.br,0,0,0,0,0,0
Pav_sc0000729.1_g240.1.br,2386,1865,2598,2962,3792,3199
Pav_sc0006100.1_g050.1.br,5,4,5,0,0,3
MSTRG.22594.1,1875,1614,0,822,1273,1038
Pav_sc0000893.1_g1040.1.mk,0,0,0,1,0,0
MSTRG.6861.2,2992,1988,2655,1883,876,0
Pav_sc0001583.1_g160.1.br,0,0,0,0,0,0
MSTRG.6861.1,2741,3285,4325,0,2824,1051
MSTRG.11032.1,3688,3157,3790,3213,3540,3092
Pav_sc0000709.1_g020.1.mk,0,2,0,0,0,0
MSTRG.6861.4,389,263,428,343,258,1516
Pav_sc0000093.1_g660.1.mk,123,100,0,92,70,67
Pav_sc0002293.1_g080.1.br,0,0,0,0,0,0
Pav_sc0000206.1_g390.1.mk,396,451,619,183,437,318
Pav_sc0001708.1_g030.1.mk,0,0,0,0,0,0
Pav_sc0000287.1_g900.1.br,0,0,0,0,0,0
Pav_sc0003193.1_g070.1.br,0,1,0,1,0,0
MSTRG.21069.1,69,53,50,22,26,24
MSTRG.5842.1,5528,4913,6172,4956,5548,4890
Pav_sc0001181.1_g1220.1.mk,501,419,495,554,626,563
MSTRG.13743.1,288,320,336,176,210,98
MSTRG.13743.2,91,47,92,28,70,79
MSTRG.13743.3,142,165,70,0,152,95
Pav_sc0002918.1_g080.1.br,0,0,0,0,0,0
MSTRG.13743.5,29,58,96,56,1,8
Pav_sc0000649.1_g060.1.mk,2317,1779,2140,2393,2995,2413
Pav_sc0000638.1_g1020.1.mk,1471,2621,1121,1862,1597,1720
MSTRG.1547.2,85,10,0,40,55,41
MSTRG.12103.1,135,161,99,74,107,34
Pav_sc0000268.1_g070.1.br,0,0,0,0,0,0
Pav_sc0004416.1_g010.1.br,3,0,0,0,0,0
MSTRG.5530.2,628,779,850,376,632,515
MSTRG.13730.1,916,1005,824,549,852,801
MSTRG.23222.1,74,133,0,89,76,34
Pav_sc0001240.1_g140.1.mk,7739,7178,7133,6464,6709,5270
Pav_sc0000363.1_g570.1.mk,0,0,0,0,0,0
Pav_sc0002741.1_g050.1.br,0,0,0,0,0,0
MSTRG.23978.2,1798,1746,0,1109,1239,934
Pav_sc0000890.1_g690.1.mk,21,36,0,21,44,54
Pav_sc0003759.1_g100.1.mk,0,0,0,0,0,0
Pav_sc0005750.1_g010.1.br,0,0,0,0,0,0
Pav_sc0001196.1_g1280.1.mk,9,14,11,9,19,7
MSTRG.8254.7,800,449,444,93,62,107
Pav_sc0002828.1_g270.1.mk,6,2,2,3,1,3
